,postcode,house_is,rooms_number,area,equipped_kitchen_has,open_fire,terrace,terrace_area,garden_area,facades_number
172,1000,False,2.0,93.0,True,False,False,0.0,0.0,2.0
173,1000,False,1.0,67.0,True,False,True,15.0,0.0,3.0
174,1000,False,2.0,77.0,True,False,False,0.0,0.0,2.0
175,1000,False,1.0,76.0,True,False,True,7.0,0.0,2.0
176,1000,False,2.0,90.0,True,False,True,14.0,0.0,2.0
177,1000,False,4.0,330.0,True,False,True,166.0,0.0,0.0
178,1000,False,2.0,135.0,True,False,True,9.0,0.0,2.0
179,1000,False,2.0,280.0,True,True,True,25.0,0.0,3.0
180,1000,False,2.0,106.0,True,False,True,11.0,0.0,2.0
181,1000,False,2.0,98.0,True,False,True,2.0,0.0,2.0
182,1000,False,1.0,70.0,True,False,True,21.0,0.0,2.0
183,1000,False,2.0,106.0,True,False,True,22.0,0.0,2.0
184,1000,False,2.0,119.0,True,False,True,18.0,0.0,0.0
185,1000,False,3.0,228.0,True,False,True,70.0,0.0,2.0
186,1000,False,3.0,224.0,True,False,True,28.0,0.0,2.0
187,1000,False,4.0,335.0,True,False,True,300.0,0.0,3.0
188,1000,False,2.0,145.0,True,False,False,0.0,0.0,2.0
189,1000,False,1.0,55.0,True,False,False,0.0,0.0,2.0
190,1000,False,3.0,195.0,True,False,True,4.0,0.0,2.0
191,1000,False,1.0,60.0,True,False,True,2.0,0.0,2.0
192,1000,False,2.0,118.0,True,False,True,18.0,0.0,0.0
193,1000,False,1.0,63.0,True,False,True,8.0,0.0,2.0
194,1000,False,2.0,100.0,True,False,False,0.0,0.0,2.0
195,1000,False,2.0,100.0,True,False,False,0.0,0.0,2.0
196,1000,False,3.0,161.0,True,False,False,0.0,0.0,2.0
197,1000,False,1.0,53.0,True,False,False,0.0,0.0,2.0
198,1000,False,1.0,72.0,True,False,True,0.0,0.0,2.0
199,1000,False,0.0,35.0,True,False,False,0.0,0.0,2.0
200,1000,False,1.0,81.0,True,False,True,25.0,0.0,2.0
201,1000,False,2.0,166.0,True,False,False,0.0,0.0,2.0
202,1000,False,2.0,99.0,True,False,True,19.0,97.0,0.0
203,1000,False,2.0,95.0,True,False,True,12.0,0.0,2.0
204,1000,False,3.0,140.0,True,False,True,12.0,0.0,2.0
205,1000,False,3.0,216.0,True,False,True,31.0,0.0,3.0
206,1000,False,3.0,155.0,True,False,True,26.0,0.0,2.0
207,1000,False,3.0,171.0,True,False,True,38.0,0.0,2.0
208,1000,False,1.0,38.0,True,False,True,3.0,0.0,2.0
209,1000,False,1.0,78.0,True,False,False,0.0,0.0,2.0
210,1000,False,1.0,78.0,True,False,False,0.0,0.0,2.0
211,1000,False,1.0,71.0,True,False,False,0.0,0.0,2.0
212,1000,False,1.0,78.0,True,False,False,0.0,0.0,2.0
213,1000,False,1.0,75.0,True,False,True,9.0,0.0,2.0
214,1000,False,1.0,75.0,True,False,False,0.0,0.0,2.0
215,1000,False,2.0,91.0,True,False,True,8.0,0.0,2.0
216,1000,False,2.0,165.0,True,False,False,0.0,0.0,3.0
217,1000,False,3.0,227.0,True,False,True,11.0,0.0,2.0
218,1000,False,2.0,107.0,True,False,True,4.0,0.0,2.0
219,1000,False,1.0,62.0,True,False,True,14.0,0.0,2.0
220,1000,False,2.0,96.0,True,False,True,2.0,0.0,2.0
221,1000,False,2.0,140.0,False,False,True,16.0,0.0,2.0
222,1000,False,1.0,37.0,True,False,False,0.0,0.0,2.0
223,1000,False,0.0,40.0,True,False,False,0.0,0.0,2.0
224,1000,False,2.0,280.0,True,False,True,122.0,0.0,2.0
225,1000,False,0.0,38.0,True,False,True,6.0,0.0,2.0
226,1000,False,1.0,75.0,True,False,True,5.0,0.0,2.0
227,1000,False,1.0,75.0,True,False,True,5.0,0.0,2.0
228,1000,False,3.0,210.0,True,False,True,9.0,0.0,2.0
229,1000,False,3.0,132.0,False,False,True,26.0,0.0,2.0
230,1000,False,2.0,70.0,True,False,False,0.0,0.0,2.0
231,1000,False,2.0,70.0,True,False,True,1.0,0.0,2.0
232,1000,False,2.0,90.0,True,False,True,3.0,0.0,2.0
233,1000,False,2.0,75.0,True,False,True,17.0,0.0,2.0
234,1000,False,2.0,84.0,True,False,False,0.0,0.0,2.0
235,1000,False,3.0,239.0,True,False,True,5.0,0.0,3.0
236,1000,False,1.0,75.0,True,False,True,5.0,0.0,2.0
237,1000,False,1.0,212.0,True,False,False,0.0,0.0,3.0
238,1000,False,3.0,101.0,True,False,False,0.0,0.0,2.0
239,1000,False,1.0,75.0,True,False,True,9.0,0.0,2.0
240,1000,False,2.0,120.0,True,False,True,41.0,0.0,0.0
241,1000,False,3.0,187.0,True,False,True,73.0,0.0,0.0
242,1000,False,1.0,75.0,True,False,True,5.0,0.0,2.0
243,1000,False,3.0,85.0,True,False,False,0.0,0.0,2.0
244,1000,False,4.0,195.0,True,False,False,0.0,0.0,2.0
245,1000,False,3.0,215.0,True,False,True,50.0,25.0,3.0
246,1000,False,3.0,165.0,False,False,True,15.0,0.0,0.0
247,1000,False,4.0,240.0,False,False,True,0.0,0.0,2.0
248,1000,False,1.0,91.0,True,False,False,0.0,0.0,2.0
249,1000,False,0.0,75.0,True,False,False,0.0,0.0,2.0
250,1000,False,0.0,91.0,True,False,False,0.0,0.0,2.0
251,1000,False,0.0,92.0,True,False,False,0.0,0.0,2.0
252,1000,False,2.0,107.0,False,False,False,0.0,0.0,2.0
253,1000,False,1.0,72.0,True,False,False,0.0,0.0,2.0
254,1000,False,2.0,150.0,False,False,True,15.0,200.0,3.0
255,1000,False,1.0,110.0,True,False,False,0.0,0.0,2.0
256,1000,False,2.0,115.0,False,False,False,0.0,0.0,3.0
257,1000,False,2.0,125.0,True,False,False,0.0,0.0,2.0
258,1000,False,1.0,77.0,True,False,False,0.0,0.0,2.0
259,1000,False,1.0,135.0,True,False,False,0.0,0.0,2.0
260,1000,False,2.0,109.0,True,False,True,13.0,0.0,2.0
261,1000,False,2.0,109.0,True,False,True,9.0,0.0,2.0
262,1000,False,3.0,144.0,True,False,True,12.0,0.0,2.0
263,1000,False,0.0,34.0,True,False,False,0.0,0.0,2.0
264,1000,False,1.0,135.0,True,False,True,8.0,0.0,2.0
265,1000,False,2.0,90.0,True,False,True,11.0,0.0,2.0
266,1000,False,2.0,210.0,True,False,True,6.0,0.0,2.0
267,1000,False,0.0,37.0,True,False,True,3.0,0.0,2.0
268,1000,False,4.0,525.0,True,False,True,25.0,70.0,3.0
269,1000,False,1.0,70.0,True,False,False,0.0,0.0,2.0
270,1000,False,1.0,97.0,True,False,False,0.0,0.0,2.0
271,1000,False,2.0,97.0,True,False,False,0.0,0.0,2.0
272,1000,False,1.0,65.0,True,False,True,0.0,0.0,2.0
273,1000,False,2.0,155.0,True,False,True,0.0,0.0,2.0
274,1000,False,3.0,165.0,True,False,True,2.0,0.0,2.0
275,1000,False,3.0,166.0,True,False,True,2.0,0.0,2.0
276,1000,False,2.0,124.0,True,False,True,330.0,0.0,0.0
277,1000,False,1.0,60.0,True,False,True,16.0,0.0,2.0
278,1000,False,1.0,57.0,True,False,False,0.0,0.0,2.0
279,1000,False,2.0,104.0,True,False,True,14.0,0.0,2.0
280,1000,False,2.0,104.0,True,False,True,14.0,0.0,2.0
281,1000,False,2.0,90.0,True,False,True,10.0,0.0,2.0
282,1000,False,3.0,130.0,True,False,True,40.0,0.0,0.0
283,1000,False,3.0,278.0,True,False,True,371.0,0.0,0.0
284,1000,False,2.0,92.0,True,False,True,8.0,0.0,2.0
285,1000,False,2.0,106.0,True,False,True,13.0,0.0,2.0
286,1000,False,2.0,92.0,True,False,True,10.0,0.0,2.0
287,1000,False,2.0,110.0,True,False,True,24.0,213.0,0.0
288,1000,False,2.0,154.0,True,False,True,49.0,148.0,3.0
289,1000,False,2.0,90.0,True,False,True,6.0,0.0,2.0
290,1000,False,0.0,45.0,True,False,True,10.0,0.0,2.0
291,1000,False,2.0,94.0,True,False,False,0.0,0.0,2.0
292,1000,False,3.0,107.0,True,False,False,0.0,0.0,2.0
293,1000,False,4.0,161.0,True,False,False,0.0,0.0,2.0
294,1000,False,6.0,213.0,True,False,False,0.0,0.0,2.0
295,1000,False,2.0,228.0,True,False,False,0.0,0.0,3.0
296,1000,False,2.0,115.0,True,False,True,0.0,0.0,2.0
297,1000,False,3.0,203.0,True,False,True,10.0,0.0,2.0
298,1000,False,2.0,80.0,True,False,True,5.0,0.0,2.0
299,1000,False,3.0,329.0,True,False,True,166.0,0.0,2.0
300,1000,False,6.0,440.0,True,False,False,0.0,0.0,2.0
301,1000,False,3.0,320.0,True,False,True,0.0,0.0,2.0
302,1000,False,2.0,117.0,True,False,False,0.0,0.0,2.0
303,1000,False,4.0,283.0,True,True,True,12.0,0.0,2.0
304,1000,False,1.0,54.0,True,False,False,0.0,0.0,2.0
305,1000,False,0.0,95.0,False,False,False,0.0,0.0,2.0
306,1000,False,0.0,95.0,False,False,False,0.0,0.0,2.0
307,1000,False,3.0,183.0,True,False,True,44.0,0.0,0.0
308,1000,False,2.0,121.0,True,False,True,8.0,0.0,2.0
309,1000,False,2.0,215.0,False,False,True,0.0,124.0,2.0
310,1000,False,1.0,66.0,True,False,False,0.0,0.0,2.0
311,1000,False,3.0,125.0,False,False,False,0.0,0.0,2.0
312,1000,False,2.0,136.0,True,False,True,20.0,0.0,2.0
313,1000,False,3.0,170.0,True,False,True,6.0,0.0,2.0
314,1000,False,1.0,65.0,True,False,False,0.0,0.0,2.0
315,1000,False,1.0,28.0,True,False,False,0.0,0.0,2.0
316,1000,False,2.0,69.0,True,False,True,0.0,0.0,2.0
317,1000,False,2.0,110.0,False,False,True,0.0,0.0,2.0
318,1000,False,1.0,180.0,True,False,False,0.0,0.0,3.0
319,1000,False,4.0,220.0,True,False,True,0.0,0.0,0.0
320,1000,False,1.0,76.0,True,False,True,0.0,0.0,3.0
321,1020,True,0.0,180.0,False,False,False,0.0,0.0,0.0
322,1020,True,0.0,185.0,False,False,False,0.0,0.0,0.0
323,1020,True,4.0,223.0,True,False,False,0.0,0.0,0.0
324,1020,True,4.0,405.0,True,False,True,17.0,140.0,0.0
325,1020,True,8.0,360.0,True,False,True,10.0,0.0,0.0
326,1020,True,0.0,430.0,False,False,False,0.0,0.0,0.0
327,1020,True,5.0,220.0,False,False,False,0.0,0.0,0.0
328,1020,True,5.0,161.0,True,False,False,0.0,77.0,3.0
329,1020,True,3.0,200.0,True,False,False,0.0,40.0,3.0
330,1020,True,4.0,470.0,True,True,True,0.0,1000.0,4.0
331,1020,True,6.0,280.0,True,False,True,0.0,41.0,3.0
332,1020,True,5.0,494.0,True,False,True,25.0,155.0,4.0
333,1020,True,4.0,258.0,True,False,True,25.0,210.0,3.0
334,1020,True,3.0,125.0,True,False,True,13.0,30.0,3.0
335,1020,True,2.0,130.0,True,False,False,0.0,0.0,3.0
336,1020,True,4.0,180.0,False,False,True,5.0,0.0,3.0
337,1020,False,2.0,100.0,True,False,True,4.0,0.0,2.0
338,1020,False,2.0,105.0,True,False,True,2.0,0.0,2.0
339,1020,False,1.0,60.0,True,False,True,9.0,0.0,2.0
340,1020,False,2.0,74.0,True,False,True,3.0,0.0,2.0
341,1020,False,2.0,92.0,True,False,True,9.0,0.0,2.0
342,1020,False,2.0,82.0,True,False,True,11.0,0.0,0.0
343,1020,False,3.0,147.0,True,False,True,8.0,0.0,2.0
344,1020,False,2.0,80.0,True,False,True,20.0,0.0,0.0
345,1020,False,3.0,105.0,True,False,True,3.0,0.0,2.0
346,1020,False,0.0,30.0,True,False,True,2.0,0.0,2.0
347,1020,False,1.0,72.0,True,False,True,5.0,0.0,2.0
348,1020,False,1.0,74.0,True,False,True,2.0,0.0,2.0
349,1020,False,3.0,160.0,True,False,False,0.0,0.0,0.0
350,1020,False,2.0,90.0,True,False,True,2.0,0.0,2.0
351,1020,False,2.0,102.0,True,False,True,2.0,0.0,2.0
352,1020,False,2.0,90.0,True,False,True,5.0,0.0,2.0
353,1020,False,2.0,89.0,True,False,True,7.0,0.0,2.0
354,1020,False,2.0,85.0,True,False,True,12.0,0.0,2.0
355,1020,False,3.0,200.0,True,False,False,0.0,900.0,2.0
356,1020,False,1.0,70.0,True,False,False,0.0,0.0,2.0
357,1020,False,3.0,195.0,True,False,True,0.0,950.0,0.0
358,1020,False,2.0,80.0,False,False,False,0.0,0.0,2.0
359,1020,False,2.0,120.0,True,False,False,0.0,0.0,2.0
360,1020,False,3.0,105.0,True,False,True,10.0,0.0,2.0
361,1020,False,2.0,70.0,True,False,False,0.0,0.0,2.0
362,1020,False,2.0,117.0,True,False,False,0.0,0.0,2.0
363,1020,False,4.0,160.0,True,True,True,18.0,220.0,3.0
364,1020,False,4.0,148.0,True,False,True,12.0,0.0,3.0
365,1020,False,1.0,44.0,False,False,True,3.0,0.0,2.0
366,1030,True,3.0,137.0,True,False,True,10.0,0.0,0.0
367,1030,True,8.0,360.0,True,False,True,15.0,65.0,0.0
368,1030,True,6.0,240.0,True,False,False,0.0,0.0,0.0
369,1030,True,3.0,245.0,False,False,False,0.0,0.0,0.0
370,1030,True,4.0,200.0,False,False,True,10.0,130.0,0.0
371,1030,True,3.0,189.0,False,False,False,0.0,0.0,0.0
372,1030,True,5.0,305.0,False,False,False,0.0,0.0,0.0
373,1030,True,7.0,425.0,True,False,False,0.0,0.0,0.0
374,1030,True,5.0,410.0,True,True,False,0.0,0.0,2.0
375,1030,True,2.0,160.0,False,False,True,20.0,0.0,0.0
376,1030,True,4.0,400.0,False,False,True,0.0,0.0,0.0
377,1030,True,5.0,255.0,False,False,True,0.0,100.0,0.0
378,1030,True,4.0,220.0,False,False,False,0.0,0.0,0.0
379,1030,True,5.0,300.0,True,False,True,50.0,0.0,0.0
380,1030,True,0.0,220.0,True,False,True,0.0,50.0,0.0
381,1030,True,6.0,300.0,True,False,True,10.0,61.0,0.0
382,1030,True,8.0,280.0,False,False,False,0.0,0.0,0.0
383,1030,True,14.0,2500.0,False,False,False,0.0,0.0,0.0
384,1030,True,7.0,298.0,True,False,True,28.0,0.0,3.0
385,1030,True,6.0,244.0,True,False,True,20.0,0.0,3.0
386,1030,True,6.0,382.0,True,False,True,44.0,102.0,3.0
387,1030,True,5.0,280.0,True,False,True,14.0,0.0,2.0
388,1030,True,5.0,180.0,True,False,True,0.0,104.0,3.0
389,1030,True,4.0,170.0,True,False,False,0.0,0.0,3.0
390,1030,True,6.0,400.0,True,False,True,60.0,100.0,3.0
391,1030,True,6.0,303.0,True,False,True,12.0,75.0,3.0
392,1030,True,3.0,295.0,True,False,True,0.0,0.0,4.0
393,1030,True,5.0,225.0,True,False,True,0.0,50.0,3.0
394,1030,True,6.0,250.0,True,False,False,0.0,15.0,3.0
395,1030,True,5.0,290.0,True,True,True,16.0,220.0,3.0
396,1030,True,4.0,135.0,True,False,False,0.0,0.0,3.0
397,1030,True,5.0,250.0,False,False,True,0.0,150.0,3.0
398,1030,True,3.0,134.0,False,False,True,4.0,0.0,3.0
399,1030,True,6.0,250.0,True,False,False,0.0,30.0,3.0
400,1030,True,5.0,265.0,True,False,True,32.0,0.0,2.0
401,1030,False,3.0,130.0,True,False,True,2.0,0.0,2.0
402,1030,False,0.0,50.0,True,False,True,6.0,0.0,2.0
403,1030,False,2.0,116.0,True,False,True,35.0,0.0,2.0
404,1030,False,2.0,136.0,True,False,True,10.0,0.0,2.0
405,1030,False,2.0,120.0,True,False,False,0.0,0.0,2.0
406,1030,False,3.0,125.0,True,False,True,0.0,0.0,3.0
407,1030,False,2.0,97.0,True,False,True,5.0,0.0,2.0
408,1030,False,1.0,79.0,True,False,True,5.0,0.0,2.0
409,1030,False,1.0,80.0,True,False,False,0.0,0.0,2.0
410,1030,False,1.0,86.0,True,False,True,23.0,0.0,3.0
411,1030,False,0.0,110.0,False,False,False,0.0,0.0,2.0
412,1030,False,2.0,94.0,True,False,True,2.0,0.0,2.0
413,1030,False,2.0,85.0,True,False,True,4.0,0.0,2.0
414,1030,False,2.0,96.0,True,False,True,25.0,0.0,0.0
415,1030,False,3.0,232.0,True,False,False,0.0,0.0,2.0
416,1030,False,2.0,85.0,True,False,False,0.0,0.0,2.0
417,1030,False,2.0,93.0,True,False,True,2.0,0.0,2.0
418,1030,False,2.0,65.0,True,False,True,3.0,0.0,2.0
